file,speaker,text
0704067b8d,61821,बारे यसरी आफ्ना
0e32ed3823,bdfe3,बालकका रूपमा स्वयम्
04c9633f91,72951,बालबालिकाका लागि
05c61e1ddc,2ee53,बालबालिकाका लागि कक्षा
057bd04a08,7f577,बालबालिका कोष
0c04a93300,8fbe4,बालबालिकाहरूलाई पुनर्स्थापन गरी
0701ec06fa,ce4af,बालमन्दिर क्षेत्र भगवतीबहाल
0ed99f6a5d,02e40,बाल साहित्य
0e9627feef,2ddbf,बाल्टिक सागर तथा
0fa675a185,2e769,बाहिरक व्यक्ति सिपाही
0ef26f83f8,a2ab6,बाहिर निस्केको छ
0c9a6ab00e,af6bd,बाहिर बगेर
0dd58df6da,d593e,बाहिर ल्याउँछ
05f533ddf6,01cf0,बाहिरिनु पर्छ
04bb0798a6,c687c,बाह्र आना उधारो
02e28a1e72,84446,बाह्र भोल्टको करेन्ट
0e8819f2e1,da0cf,बाँकी नै छ
05bfa1372e,07179,बाँकी रहेका अरू
042cafa5fc,bc806,बाँकी सबै माफी
04ee352c15,6ee13,बाँकेका डेढ दर्जन
02ddb3b466,bc051,बाँचे जसको मृत्यु
04d173f533,2e8ef,बाँडिएको थियो
0c55242646,29c22,बाँसबारी छालाजुत्ता
0415c79708,c652e,बिउ निकालेका कारण
0f9e37123f,4570e,बिउहरू निकालेका थिए
0bb5acaa89,02e53,बिएचयुबाट कला विषयमा
00c84c863f,e3a27,बिएस्सीसम्मको औपचारिक शिक्षा
0587fdf5a0,9f669,बिख्यात दुर्गा बराल
0e7f3bc62e,ef6a0,बिगार्नेवाला हुन्
06f61eee18,44903,बिजुवार बजारमा अवस्थित
06ea1a8725,c64dc,बिताउन सफल रहे
0e9dc7f97d,33d55,बिमलादेवीको सानो चिटिक्क
01202da0f0,125df,बिमिरा रातो क्षेत्र
01cef0a78a,29c22,बिम्बहरू प्रयोग भएका छन्
092ec69577,d47d3,बियोको दुबैतिरको छेउ
0d5389b94e,92003,बियोले पार गरेको दूरी
0f8fcf7a7a,421cb,बियो समूहको खेलक्षेत्र
048347f1e5,294d8,बियो हुत्याइसकेपछि यदि
028e787e2e,7070f,बिरला मन्दिर
0eeaafbd54,6d3c6,बिरामीको अवस्थाअनुसार उपचार पद्धति फरक फरक हुन्छ।
0b29267ae3,cce0f,बिरुद्धको ऐतिहासिक
020f20d606,f0c93,बिलका लागि आफ्नो
0e351ab5d5,8570d,बिषयहरू हुने
09a31dd398,e8b29,बिसाएकै हुनाले उक्त
06b8df5c05,ca98b,बिस्तारै कलेज हुँदै
0670851cfd,b3c22,बिस्तारै व्हाइट ड्वार्फका
0ff76e9b89,a3cce,बिहानको घरको धन्दा
006a0535dc,363a2,बिहारको अन्य हिस्साहरूमा
024eb0eae8,d0cd7,बिहार राज्य माभारतमा
09c18dc2e6,7f9c6,बिहिवारे हाट
02bf42300a,e3a27,बिहे गरिदिएमा
0f891f3905,2001f,बिहे जयसेनको छोरी
059f19a95a,aead3,बीचमा पर्ने कोण।
091f35d4b4,49220,बी सी खनिज र
0dbc9fea78,d03c8,बुक नामक पुस्तक
08ca34458e,01173,बुकिंग गराउनु पर्छ
0a63f757db,86a9b,बुझ्दा पनि हुन्छ
09fd3e067d,69801,बुझ्न यी टिप्पणीले
032bf553c5,0cc60,बुढाजी विकि नियम
08be2704ce,4483c,बुद्धका शासनकालमा यस
050c103cf6,e2039,बुधकर्कट चन्द्रसिंह सूर्यकन्या
09b98a898f,76d6b,बुधलाई मानिन्छ
04f45b693b,393a5,बुधवार ओखलढुङाको पोकली
0162b862d2,58fb5,बुबाले आमा दाइ
0cfc7ada1b,1d9ac,बुबा वडाहाकिम भएर
082c74d581,c0b92,बुँदे सहमति भयो
058bb08168,ce4af,बूढी औँलोविना चलाइएको वाणले निशाना चुक्ने सम्भावना धेरै रहन्छ।
0c826ea6f0,9cd73,बेचे तर हप्तौँ
05ab1a984a,43813,बेचेर गुजारा गर्ने
0d11410512,43655,बेच्ने काम विख्यात
0d73903fe9,88901,बेठी लगाउने अर्थात्
06c4464584,4db3f,बेबी थिइन्
08c3a59395,ce4af,बेलकातरीबाट उत्तर
043ad2e56c,e205b,बेलनाकार काठको
0145e2e531,76dab,बेलादेखि मकर मेला
00aa43f669,0a094,बेला माओवादी पार्टी
0c29f22e1b,a7d3c,बेलायतको आशीर्वादबाट जर्मन
07fadd8907,e64b6,बेलायतमा पैट्रिक स्टेपो
079186d336,39e3b,बेलायतमा बस्न मात्र
05d97fa463,d0756,बेलायती सरकारले त्यहाँ
0c2c30ed31,ccdde,बेलायती सेना हुनुहुन्थ्यो
0c4c1bb4f6,88dc8,बेलायती सैनिकहरूसित सैनिक
017a408ea9,5cef8,बेलाहारे राई भाषा
012059d333,bad17,बेलुका आएर फेरि
08c4b83e79,02e40,बेस यही
0833ba4d0d,62e53,बेसी भाग गरी
01db4100dd,11542,बेसीहरू रहेका छन्
026c693cbd,f7bfe,बैठकका लागि
0180273211,24945,बैठकस्थल समुद्रकुमारी सीता
0abcab7ad8,cbbed,बैतडी जिल्लाको एउटा
05504ca427,8f426,बोकेको मान्छे हो
0a78f50ac0,4f6f5,बोट सक्रिय पाइन
03bec38ca0,11542,बोथाले उनलाई
0b028389bd,e71d4,बोधक शब्द बिजोर
0dd9f23e35,bdfe3,बोर्ड अफ गर्वनेन्सलाई
022e83d78e,c652e,बोल थियो काँचो
01b6002560,89bd3,बोलाउन प्रयोग गरिन्छ
09172a46f1,02e40,बोलाउने गर्थे
04e864493a,12e6a,बोल्नु स्वभाविक हो
0440b043e7,0f29b,बोल्ने मानिसको सङ्ख्या
0a9b50e02f,4b140,बोहरा हाल एमाले
0e15548a54,e4596,बौद्ध गुम्बाहरूमा
005ef574ee,8a71e,बौद्ध धर्मका प्रभावबाट
0cfcde677f,b70ea,बौद्ध धर्मग्रन्थमा पनि
0ba3016a48,fc4f4,बौद्ध महायानीहरूले पनि
03088a29ae,ca797,बौद्ध सँगसँगै बसी
0e0b74982f,ef9b4,बौद्धिकता हार्दिकता विचारको
083c396105,8efbc,बौफिन नामक माछा
0ad589ff03,c2858,ब्याज लिएर ढुकुटीको
0c542e10e5,39b91,ब्याटिङको निम्तो दिएपछि
07c2bb65da,0d4f0,ब्यारिमोरको चलचित्रहरूको
0999e23575,4b9e4,ब्यारिमोरलाई हलिउडका खुल्ला
05976494ea,55451,ब्रह्माण्डको इतिहासमा आकार
0c6ae227d8,cbbed,ब्रह्माण्डको संरचना वर्तमान
053c169665,2273c,ब्राउनद्वारा लिखित
03810a23f5,7070f,ब्राह्मणकी पत्नीले ती
027a6bb3bc,41b2c,ब्रिटिस कमन वेल्थले
09f1fd3264,9ef53,ब्रिटिस चिकित्सक जोन
01c0f73352,8f7f7,ब्रिटिस भारतको बङ्गाल
0623e308b5,fad24,ब्रिटिस सैद्धान्तिक भौतिक
09e04427b0,9cc50,ब्रुनाई जर्मन भारत
08efc467e9,51385,ब्लक नगर्नुहोला र सही
04b066c150,3c2c4,ब्लगहरूले अचानक यो
03d25586d8,fc62e,ब्ल्याकहेडेड गल भनिन्छ
09621eb861,c57bb,भइन् उनी सन्
07552bcea4,39e3b,भइसकेको छ
0da8f8e56f,84519,भइसकेको पाउँछु
0a5c442b0b,1b37d,भइसक्नुभएको थियो
0af10ab227,07179,भएका अधिकांश रोगीहरूको
0977e4eb46,43813,भएका उत्परिवर्तनहरूको प्रश्न
0e631bcb64,f916a,भएका खनाल
0354604da3,b70ea,भएका छन्
0c1dad12d3,15368,भएका पेय पदार्थहरूलाई
0c4f4c8443,57551,भएका रसायन प्रति
09df6afcf1,bdfe3,भएकाले पनि उम्मेदवारी
0b37bd2f8e,2273c,भएकाले यसका उपचार
03a2174584,72951,भएका हुन्छन्
08dc59d73d,4cc9e,भएकी थिइन्
0c27d53864,ca797,भएकी थिइन्
03e0fdcf8a,7b45e,भएकै कारणले पनि
0a32a0ed0a,07179,भएकै समयमा निर्माण
0a676eff21,f09e5,भएको कुरा
088168dabf,d593e,भएको घरमा बाघको
06fef29cac,963b9,भएको छ कि
0dd8e6ac4b,79c24,भएको छ जस्तै
07cc1cd8b8,b1c95,भएको छैन
06e3dca4d4,58428,भएको जसको सम्बन्ध
0f32de56e1,261b4,भएको थियो र
054206560c,09eb9,भएको देखाउँछ
0f3523ca25,4aa5e,भएको देखिएको छैन
01757d9aa1,d03c8,भएको निर्वाचन जसमा
0e478b5087,70e10,भएको पाइन्छ
09a4a7d6ee,4aa5e,भएको पुतलीका लाभ्रेहरूलाई
0b5b976599,01173,भएको बावजुद यसलाई
030ad4deb2,cc4bf,भएको मङ्गलमा सबैभन्दा
0c3c36e4a5,e8f6f,भएको मानिएको छ
0c8fc1ad5f,045d0,भएको मान्छन्
079ecf8e5f,aaf41,भएको मितिले
028776b5e6,125df,भएको युद्धमा
0fe3c78680,c0b4e,भएको र जापानी
03e56896f1,44903,भएको रहेछ
010d7af323,e8f71,भएको राज्य हो
0b27feaf1d,8efbc,भएको राष्ट्र हो
05d1214f91,90bdd,भएको रूप हो
06fe0c15c8,57449,भएकोले अति रमणीय
0989c56cb0,07179,भएकोले यस उत्तरगया
074287e6e4,c359d,भएको सबैले आआफ्ना
02825cc4da,61821,भएको साहित्यिक कार्यक्रम
02c0c6f3fb,92fd3,भएको स्वीकार गरे
00dbbdaa2c,d8cef,भएको हुन्छ
0d6b67ae39,5bc3b,भएको हो
01a3efed59,d241a,भएको हो जुन
04896c51c1,f18bd,भएको हो भन्ने
07ec54a0de,8aea1,भएको हो भन्ने
096463dac8,aa10c,भएन बताएर सहयोग
0fb1ec0f96,145c1,भएपछि एक अन्य
06105a8729,c55fb,भएपछि कोलीय महाराज
019453b625,9b105,भएपछि मात्र फेरि
0ed9beb0ef,5bc3b,भए पनि यसले
09d1575708,65bbb,भए पुरुष र महिलाहरूको
0f5eb67efb,5935d,भएबाट यो जाति
00700398a5,8f426,भएमा त्यसको
097047850d,4cefa,भएमा म नेपाली
0def466fb0,145c1,भएमा म नेपाली
0d8f705acf,f65eb,भएर अर्जेन्टिनी कमिक
0d8b2cfd81,49220,भएर आउनेछन् भने
08eef551c2,4b9fc,भएर निभाएकी छन्
049b0d043f,1f917,भएर भौँतारिरहेको थिएँ
0fcdbc7770,62e53,भएर राजनीतिमा
0175c1e769,fc62e,भए राष्ट्र बैंक
0908a5312c,1df77,भक्तजन आफैँले मन्दिरभित्र
0435130c1f,d4c0f,भक्तजनहरूको पाइन्छ
056f7bb66d,d4c0f,भक्तपुर जितिसकेपछि पनि
0f77e2b5dc,4d069,भगवती दुर्गाकै रूपमा
03d1f56bb4,6c67c,भगवती मूर्तिलाई उनले
0db20a26fd,c0b92,भगवानका प्रसाद हुन्छन्
084d8fea65,51385,भगवान् शङ्करको कठिन
0189245c1b,c135e,भजन थाले पनि
05d49ed312,5853c,भण्डारको रूपमा रहेको छ
09459a1a2e,79c24,भण्डारण गर्ने गर्दछ
0ea887ccb0,57551,भण्डार थियो
0f2fcbe279,7f9c6,भद्रकाली गाविसहरू छन्
0fc207cb10,8570d,भन मेरा भाइ
06c2305238,84519,भनाइ उद्धृत
04a3f6f362,44559,भनाइ छ
03152a2b18,18008,भनिएको थियो
0b4fb4aac1,30b96,भनिन् महात्मन्
0ee912bb98,53027,भने अङ्ग्रेजीमा भएका
0364416419,5d5fe,भने उसलाई आफनो
031f623f02,29c22,भनेका छन् यदि
0c4de69e54,7f577,भने कि एकतर्फ
02bb953dde,40e98,भने कुनै शब्दमा
004a2c6066,7c42f,भनेको कुनै पनि
0883bb4ab6,73d74,भनेको गोपनियता हो
0301f57af1,df933,भनेको सरकारको
061d191e9a,c64dc,भने खुट्टालाई नियमित
0f0d8818f9,2f34a,भने खेतीयोग्य जमिन
03e89379a0,3ff16,भने गुमेको छैन
041ff10658,1a81b,भने गुरुजी आजसम्म
09603ddc21,ceb25,भने घायलहरूको
0074f60ce3,4483c,भनेछन् काँचो नुन
06ceeefbdb,363a2,भने तपाईँको हस्ताक्षर
02dd1ffa78,c09aa,भने तपाईँले केही
03b576edc9,737fb,भने त्यसमा म
0c307b14de,5853c,भने त्यस्तो अवस्थामा
085df68b96,1d9ac,भने त्यो कुनै
05d15b3cf7,66260,भने थिएनन्
00d54bbd2d,c359d,भने पूर्वी भागको
0b68f4a9f4,43655,भने प्रमुख कार्यकारी
055353c74e,22333,भने बियो खेलाडी
0c772f5b85,0a094,भने ब्यारिमोर अहिले
0158617baa,f4b4a,भने म त एउटा
002af29a8a,541e4,भने मलाई वा
088bb07607,73668,भने यस संसारमा
0541377dbf,d0cd7,भने यो देश
0e7f389716,51385,भनेर केही भाग
01ef5f89fe,e71d4,भनेर चिनिन्छ।
035e95ef99,c69a8,भनेर मलाई नै
0364677f69,41295,भनेर राखिएको हो
04354cc82a,ba807,भनेर विश्वस्त छौँ
078848481f,2f34a,भनेर व्याख्या गरिएको छ
0daab33b58,76d6b,भने सोही माछा
00e840f66d,f09e5,भने हामी त्यहाँ
05dd41905f,804c8,भने हाँगामा चिल
009ceb2a8b,bda65,भन्डारकर र अनुपम खेरसमेत
01f60046fe,57449,भन्दछन् कि म
046465a92e,ceb25,भन्दा अघिदेखि आवेदन
0516253629,6d96c,भन्दा अधिक देशहरूको
06ab25ad2f,72951,भन्दा एक जापानी
0a461c9bfe,b0f78,भन्दा एक हो
0a02ddbcd9,95eb0,भन्दा एकै ठाउँमा
0de53a45cd,5c4b9,भन्दा धेरै जनसङख्या
03a972bc11,fd362,भन्दा बढी पुस्तकहरू
076235f4d3,4483c,भन्दा बढी भयो
0d131323ca,c536c,भन्दा बढी मान्छेहरू
08099b9c5d,12f3b,भन्दा महत्त्वपूर्ण कुरा
0f641c5398,c652e,भन्दा साधारण हो
0e1a6d2f66,ceb25,भन्दै नारी दिवसलाई
0e527bbb42,79c24,भन्न त सक्छु
03bc003a48,e4714,भन्नाले मुख्य पृष्ठमा
0ed3da30d3,96e21,भन्नुमा म अलिकति
0110c52e3d,deca4,भन्ने कामनाले
086743f6b6,49220,भन्ने कुरा थाहा
07b25d4d00,30a15,भन्ने चलन थियो
018548e3e1,11542,भन्ने जस्तो अन्धविश्वास
095582ee4d,12694,भन्ने नै मैले देखिँन
078d2a9a43,e75fc,भन्ने बारेमा कुनै
0fbcde8662,27e93,भन्ने बारेमा कुनै
0ac0b5f344,5297a,भन्ने मलाई लाग्छ
015ec95cb1,2ee53,भन्ने माग राख्दै
06e03aa81c,fe533,भन्ने मात्र हो
04622c5810,12f3b,भन्ने मेरो सोचाइ छ
0ec1aa94e4,6ee13,भन्ने लाग्यो
01caed2271,43655,भन्ने विश्वास लिएको छु
0deba10790,06372,भन्ने विषयमा पढ्न
0c15610b13,4b140,भयका कारण जनसाधारण
08bb96a4a7,8b655,भयो इत्यादि
0b9e8cdc2d,1b29c,भयो इत्यादि
05c8e880bb,43813,भयो जब जगदीशलाई
0aba742d85,648ee,भयो जसको नाम
05fb092191,55451,भयो भने त्यसले
0085652e7d,aeab9,भयो र पहिलेकै मेजर
0d6166e2f9,d03c8,भयो र यिनीहरू
05e7f16825,49220,भरतपुर मेघोली सडकको
0c51113a81,41d46,भर पर्नुपर्ने अवस्थाले
0e6ecb0c7c,99866,भरसक जतासुकैको वा
0edae31b1b,c0b92,भराभरीदेखि कोत्रेखोलासम्म
0c5cd8ce2a,4b59a,भरिएको देखियो
00421d8146,d0b2b,भरिएको प्राचीन
0531fbfb6d,e72b0,भर्खरै निजी वेबसाइट
00f810e052,af5f6,भर्ना भए र
07c07a91d4,62f45,भर्नेलाई तयार छ
02221b56d5,a5f51,भवनलाई आधुनिक
0008fd3262,1f1a9,भवनहरु जलाइए
0aa5eb4702,6c67c,भवनहरू छन्
037923dddb,4d069,भवानीजी नमस्ते तपाईँले
02e3b7abff,25ff3,भवानीजी नमस्ते मेटामा
01abcc6bb9,0e059,भवानीजी बोटको लागि
08a1ec71a0,a7d3c,भवानी भिक्षुद्वारा लेखिएको
00959e7b6b,e4714,भविष्यमा कुनै पनि समय नेपाली अङ्कको सट्टा अङ्ग्रेजी अङ्क लेखिने सम्भाव्यतालाई नकार्न सकिँदैन।
076daba2a5,44559,भविष्यमा यस आन्दोलनले
0e05176c39,09eb9,भव्य रूपले मनाउने
0fa95c48b0,c135e,भव्य रूपले मनाउने
0241cd71cc,59e9e,भाई चेतनायुक्त होस्
011305df52,e8b29,भाकामा भन्दछन्
0f69417a91,61821,भाग आफ्ना
0d0894f844,551a5,भागमा तिल मिसाएको
04cc63580f,5a9c4,भागमा पनि छन्
08bb25129b,d0cd7,भागमा भएको मानिन्छ
086e7f2580,0bb95,भागलाई लेखमा समावेश
07c72cd218,c06a7,भाग लिन जान
00062958ef,7f577,भाग लिन थाले
07678cb94d,69801,भाग लिन थाले
0d61d51bc6,0a094,भाग लिन यहाँ
0f7ea5f897,24945,भागसँग जोड्ने छ
014c9a0ada,fea0e,भागहरूमा बाँडिएको छ
0d375745c1,c536c,भागीदारी बनाउने
03f13e713f,09da0,भाग्नुपरेको थियो
054148d7fd,e8f6f,भान हुन्छ
0260d9b830,4b59a,भानुभक्त आचार्यको जन्मजयन्ती
0edb86f069,87f8b,भान्सामा प्रयोगमा आउने
0771aee11f,11542,भारतका राष्ट्रपति
01dcab99a1,21ba4,भारतको पश्चिम बङ्गाल
0e7295bdaf,aec56,भारतको राजधानीको रूपमा
05571d8d7b,45ef4,भारतको राज्य केरलको
03b765ea37,89bd3,भारतको राष्ट्रिय जलीय
001aafcee1,421cb,भारतको राष्ट्रिय हिन्दी
033cfb36b7,7ef78,भारतको राष्ट्रिय हिन्दी
09915a5742,f5a31,भारत जानुभयो
0cee85ddf0,e3a27,भारत जानुभयो
0197e7b466,efcb9,भारत प्रवेश दिन
07bd20092e,7f7ce,भारत बङ्गलादेश भुटान
0e9ababcaa,6c67c,भारतभरि मनाइन्छ
05225fa3ff,b581f,भारतमा पनि यस
0e0b3c9f3f,fc62e,भारतमा पर्दछन्
0c69a44a94,aead3,भारतमा प्रचलित केही
0f6926fc38,2846f,भारतमा भने उहाँले
0ff2caf3ba,49220,भारतमा भने उहाँले
0944cd5858,d4824,भारतमा सबैभन्दा सस्तो
0258739cee,fd362,भारतमा सानो सानो
076ee743b2,3d3c5,भारतमा सानो सानो
0b3ff2a91c,f8686,भारतवर्षका राजाहरूका अतिरिक्त
0cb094fd7d,ef6a0,भारत सरकारद्वारा युवाहरूलाई
0e9f087c89,2f34a,भारत सरकारद्वारा युवाहरूलाई
0025bee851,18008,भारतीय गाडी निर्माता
08be6ed059,29944,भारतीय ग्रामको कृषिकेन्द्रित
0b33b4c3e1,88901,भारतीय चिकित्सापद्दति हो
027cc33109,ea935,भारतीय प्रसिद्ध लेखक
0603d623ee,d4b2f,भारतीय राज्य अरुणाञ्चल
0e1c81ad41,439c2,भारतीय राज्य अरुणाञ्चल
0912c51508,c536c,भारतीय राज्य उत्तर
0faff6cd89,22333,भारतीय राज्य मेघालयको
01feff94a9,21ba4,भारतीय राज्य राजस्थानको
0ad3b2effb,f9558,भारतीलाई पनि
0d4e281c72,14abf,भारदाहरूलाई कुनै सुइँकोसम्म
086bad79f3,5d5fe,भारलाई दुई मिटर
0221ebb2f8,fb429,भारी बोक्नलाई र
0fb040880e,59e9e,भावनालाई बढायो
0aa508c224,39b91,भावात्मक निबन्ध ख
0d3278aa12,30b96,भाषाको एउटा स्वरूप
048b82160c,163a6,भाषाको चलचित्र
035ba8bf24,7fda9,भाषाको जीवनी हो
040980cb01,43b70,भाषाको जीवनी हो
07327dada8,3df82,भाषाको जीवनी हो
053388cb25,96e21,भाषाको नाटक हो
0775617e04,f45e2,भाषाको भन्दा पनि
08b3bfc399,acf91,भाषाको समस्याको
03c87eb2ab,68a9f,भाषा तथा कम्प्युटरका
06269cfdff,5853c,भाषान्तरणमा चाहिँ
067c9b30ee,55451,भाषा पस्तुन हो
04f199bc23,0bb95,भाषामा निरुक्तको भूमिकाको
0d8f68c4bf,7070f,भाषामा निरुक्तको भूमिकाको
0d96f53105,3867c,भाषालाई पछिल्लो वैदिक
07695c800d,e8f6f,भाषालाई राज्यले सरकारी
02f09515a7,421cb,भाषाविज्ञान हुन्छ
0857784050,76dab,भाषा संस्कृति र परम्पराहरू
0b05e3e0c1,02e40,भाषा स्वदेशी होस्
0f078fd6b2,20ebe,भाषाहरू पर्दछन्
00bdaacfc5,412d7,भाषाहरूमा भइसकेको छ
0d71f8c549,e71d4,भिख माग्न र रोटीको
042d778c89,29944,भिडियो क्यासेटका रूपमा
0c430fd0ac,bdfe3,भिडियोमा केटीसँग चुम्बन
073a4f6618,9cd73,भिडियो वार्ताको पनि
09948ee04b,b3c22,भित्तामा रहेको हुन्छ
034121b9b0,1f680,भित्रको उज्यालोलाई
053c96ce45,af6bd,भित्र्याउने हैसियतको बगैँचा
09386732b9,c4565,भिन्न प्रकृतिका मतदाता
09ddd56a6f,b70ea,भिन्न हुन्छ
0607dfe7cc,d4824,भिमान गाविस मिलाई
0c18c82f4f,f0c93,भुइँमा फाली अञ्जुली
0f6aa83d6d,c57bb,भुजाहरू काटिदिए
08de3ff875,a30f2,भुजाहरू बाँकी चार
05170f5116,43813,भुलेकी थिइन्
0fbc2b9d30,46a1c,भुल्न सक्दैन
06c29490fb,3867c,भुवाले ढाकिएको हुन्छ
04b0050bf9,e547a,भूउपग्रह प्रक्षेपण यान
046d8690c8,2ee53,भूकम्पकी अधिष्ठात्री एउटी
01f358fd3f,c359d,भूकम्प विज्ञान स्ट्रेटीग्राफी
01b81573f9,75215,भूतलीय यातायातको
0d1fd8b2d6,95eb0,भूबनोटको हिसाबमा कमजोर
07bc1c5fbf,27e93,भूभाग ओगटेको छ
03caa3f855,58428,भूभाग चितवन राष्ट्रिय
0125151149,95635,भूमिकाको लागि राष्ट्रिय
01593a2b90,39ab2,भूमिका निभाए जसलाई
046b83affc,f65eb,भूमिकामा खेलाउन चाहेका थिए
02f4adaef0,7b45e,भूमिका हुँदैन
006bee0ec1,68081,भूमि देख्न सकिन्छ
04cce8e7c9,34766,भूमि र प्रकृतिलाई पूजा
0a1bb84da8,1a5c1,भृगुले उनीहरू दुबैलाई
0fde443c0d,73b5e,भेगमा चिसो
004fde742c,0d4f0,भेट्न आइरहन्छ
07dca0eba9,76d6b,भेट्न आइरहन्छ
05a668eda4,bc806,भेट्न के गर्नुपर्ला
06db232d6c,7070f,भेट्न पाएनन्
05fcd388ee,b4e60,भेडा आदिको बलि
0e8a19bda9,8efbc,भेडा परेवा हाँस
037cc93710,237a3,भेद वेदका दुर्गम
043749f2d8,4c228,भैरहेको छ
04032ba50d,29ed7,भोग नलगाएको
0b4ff7c238,7b45e,भोगी थिए
0be8b4a2a1,07a6a,भोग्नु परिरहेको छ
0280bed87f,aaf41,भोज खुवाएर बडो
0134af31ac,fd362,भोजन गराई
062b7a1909,f8188,भोजन पचाउनमा कठिनाइ
0bc4d1aef8,f73cc,भोजन प्राप्त गर्नका
068b1e5ac0,ef9b4,भोजन हो।
0e759830b0,bdfe3,भोजपुर जिल्लाको
0aac70b7ac,07f55,भोजपुरी मल्यालम र
04023efc4a,22333,भोजमा बोलाए
0013095d41,33d55,भोटको राजधानी
03e290c5e4,d0cd7,भोट दिन कृपया
0af33fa275,7ea66,भोलि मासिक छ
09660d88d2,d863b,भौगोलिक तथा मौसमी
03960738df,cc4bf,भौगोलिक दृष्टिले यस्ता
0a86bc56fd,20ebe,भौगोलिक बनावट अनुसार
091cc1cd8d,8f426,भौतिक सुविधा निर्माणका
008eee7b02,7f7ce,भ्याए जति र
00e60b6169,89bd3,भ्रमण गर्दा नेपालमा
099ff1e417,bc6b6,भ्रमण गर्न आउने गर्दछन्
0c93818e8e,3b08b,भ्रमणमा नेपाल परेको थियो
0bf5b56ab9,68f0f,भ्रष्टचार बढी पारदर्शिता
0bf9776672,7470e,भ्रष्टाचार कार्यालय धाउनुपर्ने
0ab0aa0b93,15b60,भ्रष्टाचारबाट पीडित अरूको
0592e21910,4ce22,भ्लादिमिर जोरकिनले
04aa4c3b2f,8c66c,म अब सकेसम्म
06a29f7f67,f5932,म अब सकेसम्म
08ecdb3cde,1b37d,म उसलाई चिन्दथेँ
07c5b1df39,2d618,म उहाँले जे भन्नुभयो
0e9d6ca3c6,c652e,मकबरहरूदेखि अपेक्षाकृत
0565bf98b5,a3cce,मकबरा छ जो आगरा
07f040a069,6b883,मकबरा हरिया भरे
0ed8c9de13,b3cd4,मकर सङ्क्रान्तिमा कन्काई
0b16694908,41d46,मकर संक्रान्तिमा पनौतीमा
0a3b5ebb30,21ba4,मकवानपुर जिल्लामा पर्ने
0fc9b877a5,06372,मकवानपुर राज्य मुकुन्द
01bcda0bc0,a5514,मगर किसान परिवारमा
092d568379,c06a7,मगर जातिको बाहुल्य
071a0d95ad,fe533,मगर बस्तीमा अत्यन्तै
028ad56224,e8f6f,मगर बाहुन जातीको
057ecbca7e,01cf0,मङ्गल ग्रहको रङ
0ed34c79c2,237a3,मङ्गल तथा चन्द्रमाको
0ec7900344,423bf,मङ्गलबजारमा अवस्थित
01b928abfe,5853c,मछेउ सेतै फुलेको
036ab8d46c,e71d4,मजदुर आन्दोलनका एक
0c03195de0,39e3b,मजदुरका रूपमा राख्ने
08fefb62cd,bc806,मजबुत बनाउनु पर्छ
0560ecd9a4,c7f90,मजुमदारसँग उनीहरूको विवाद
016b896ef1,abc37,मठहरूका अतिरिक्त यहाँ
090951cab4,a1143,मण्डन मिश्रको दर्शनार्थ
06d4a71ccf,b8154,मण्डलको चौथो नक्षत्र
0ecfc94e74,46a1c,मण्डलको चौथो नक्षत्र
0b4e34b002,e3a27,मण्डेलाले विदेश एमके लागि
00977957bd,e8f71,मतावलम्बीहरूको धारणा रहेको
05f7bef34d,66260,मत्यु दण्डको सजाय
01e450ee63,704bb,मदत गरे
070a8b3614,f6b2d,मदन पुरस्कार पाइसकेको
0ef5ff703d,fea0e,मद्रास तथा अन्य
084a603306,e7c22,मधेस आन्दोलन उठाउनुभयो
0b50a524c0,aec56,मधेस आन्दोलन उठाउनुभयो
0b52e19d17,01173,मधेस आन्दोलनकै आलोकमा
0bc01b6b4e,d8bcb,मधेस राज्य समितिकी
01da41ae18,6a57a,मधेसी मोर्चाले उनलाई
0424f59d38,109c6,मधेसी मोर्चाले उनलाई
041dcc38c2,88901,मध्यकालमा कतिपय धाराहरूको
09cdf43472,6f65d,मध्यको एक अवतार
01aefb3133,2ee53,मध्य नेपालको चितवन
0c183c0f9a,f7175,मध्यपश्चिमाञ्चल विकास
05e417cf2b,57449,मध्यपुर नगरपालिका
0158994c66,06372,मध्य भागमा रहेको
04f8d48c36,fc4f4,मध्यममार्गको अवलम्बन
0090dec475,e75fc,मध्यमा एक समप्रभुसत्ता
0de2e3cfac,9cc50,मध्यमाञ्चल विकास क्षेत्र
0b95ed15fd,7e781,मध्यवर्ती भिराला पाखाबाट
0cb64d672f,7f880,मध्ये एउटा थियो
06d0ca1f8c,57449,मध्ये एक थिए
096dd30d05,9b105,मनको मै हुँ
0e62abca01,28f92,मनको मै हुँ
063d4b686b,12e6a,मनको शोधनबाट
00bede9d9a,7f7ce,मन जित्न
0a9078fdfc,1654e,मन त लागिरा
00236ebe7b,8570d,मनतातो पानीसँग खाँदा
045d6375ba,73d74,मनद्वारा प्रेरित क्रियाहरूमा
0d95dcd7e8,43655,मन पर्दैन
07e843693e,7c0af,मन पर्ने मान्छेलाई
04ebb67443,d8bcb,मनमोहक कुमारी चुचुरा
0f7de3948d,95eb0,मनलाई अशुभ
06bb432ba3,43655,मनसुनको हावाहरू चल्न
064aa7df9e,90bdd,मनस्थितिको सङ्गमबाट जे
0a43b862cb,6daf3,मनाइने चलन छ
036c574bd2,ee50f,मनाउने गरिन्छ
